instanceID,ts_start,ts_end,duration,status,code,message,comment,contractCategory,iecCategory
LLY_WTG12,30-Mar-2020 06:29:54,31-Mar-2020 06:45:28,24:15:34,warning,50001,No communication  ,,<undefined>,<undefined>
LLY_WTG12,31-Mar-2020 06:46:16,31-Mar-2020 07:21:30,00:35:14,warning,50001,No communication  ,,<undefined>,<undefined>
LLY_WTG12,31-Mar-2020 07:22:03,13-May-2020 14:46:57,1039:24:54,warning,50001,No communication  ,,<undefined>,<undefined>
LLY_WTG12,02-Apr-2020 09:35:30,02-Apr-2020 09:35:51,00:00:21,stop,21,Manual stop,,<undefined>,<undefined>
LLY_WTG12,02-Apr-2020 09:37:12,28-Apr-2020 11:25:06,625:47:54,stop,92,Emergency switch activated,,<undefined>,<undefined>
LLY_WTG12,28-Apr-2020 12:37:25,28-Apr-2020 12:37:57,00:00:32,stop,92,Emergency switch activated,,<undefined>,<undefined>
LLY_WTG12,28-Apr-2020 12:39:03,28-Apr-2020 12:45:14,00:06:11,stop,92,Emergency switch activated,,<undefined>,<undefined>
LLY_WTG12,28-Apr-2020 12:47:04,28-Apr-2020 13:01:43,00:14:39,stop,21,Manual stop,,<undefined>,<undefined>
LLY_WTG12,28-Apr-2020 13:03:49,30-Apr-2020 23:00:00,57:56:11,stop,21,Manual stop,Gearbox replacement,Major Component - Owner - Gearbox,<undefined>
LLY_WTG12,30-Apr-2020 23:00:00,12-May-2020 12:49:18,277:49:18,stop,21,Manual stop,Gearbox replacement,Unscheduled maintenance - Major Component Fault,<undefined>
LLY_WTG12,12-May-2020 12:50:56,12-May-2020 13:00:38,00:09:42,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,12-May-2020 13:02:09,12-May-2020 13:03:06,00:00:57,stop,70,LS Brake error pressure >10 bar,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,12-May-2020 13:04:31,12-May-2020 13:05:46,00:01:15,stop,70,LS Brake error pressure >10 bar,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,12-May-2020 13:07:12,12-May-2020 13:09:33,00:02:21,stop,70,LS Brake error pressure >10 bar,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,12-May-2020 13:18:43,13-May-2020 07:55:10,18:36:27,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,13-May-2020 07:58:33,13-May-2020 09:09:38,01:11:05,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,13-May-2020 09:11:06,13-May-2020 09:51:43,00:40:37,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,13-May-2020 09:53:42,13-May-2020 09:55:46,00:02:04,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,13-May-2020 09:57:28,13-May-2020 09:59:31,00:02:03,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,13-May-2020 10:05:11,13-May-2020 11:51:03,01:45:52,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,13-May-2020 11:53:17,13-May-2020 12:06:14,00:12:57,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,13-May-2020 12:13:51,13-May-2020 12:31:40,00:17:49,stop,21,Manual stop,Gearbox replacement,Scheduled maintenance - Non-Periodic Major Component Repair / Replacement,<undefined>
LLY_WTG12,19-May-2020 23:38:55,20-May-2020 12:06:37,12:27:42,stop,11,RPM Rotor Max limit exceeded,Escalated to DWT 20/05,Unscheduled maintenance - Fault / Repair,<undefined>
LLY_WTG12,20-May-2020 12:08:22,20-May-2020 12:14:38,00:06:16,warning,50001,No communication  ,,<undefined>,<undefined>
LLY_WTG12,22-May-2020 10:40:37,22-May-2020 10:50:00,00:09:23,stop,36,Temperature measurement error,Turbine reset itself,Unscheduled maintenance - Fault / Repair,<undefined>
LLY_WTG12,22-May-2020 11:57:21,22-May-2020 11:59:20,00:01:59,stop,36,Temperature measurement error,,Unscheduled maintenance - Fault / Repair,<undefined>
LLY_WTG12,26-May-2020 11:40:00,28-May-2020 11:19:17,47:39:17,communication,9997,Data communication unavailable,No comms due to 4G upgrade on site. With Ventient IT for resolution,<undefined>,Information Unavailable
